,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE
2017/2/27,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/2/28,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/1,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/2,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/3,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/6,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/7,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/8,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/9,A1705.DCE,C1705.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1705.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/10,A1705.DCE,C1709.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/13,A1705.DCE,C1709.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/14,A1705.DCE,C1709.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/15,A1705.DCE,C1709.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/16,A1705.DCE,C1709.DCE,CS1705.DCE,M1705.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/17,A1705.DCE,C1709.DCE,CS1705.DCE,M1709.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/20,A1705.DCE,C1709.DCE,CS1705.DCE,M1709.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/21,A1705.DCE,C1709.DCE,CS1705.DCE,M1709.DCE,Y1705.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/22,A1705.DCE,C1709.DCE,CS1705.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1705.DCE
2017/3/23,A1705.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/3/24,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/3/27,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/3/28,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/3/29,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/3/30,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/3/31,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1705.DCE,JM1705.DCE,I1709.DCE
2017/4/5,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/6,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/7,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1705.DCE,PP1705.DCE,V1705.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/10,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1709.DCE,PP1705.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/11,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1709.DCE,PP1705.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/12,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1705.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/13,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/14,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/17,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/18,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/19,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/20,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/21,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/24,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/25,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/26,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/27,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/4/28,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/2,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/3,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/4,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/5,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/8,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/9,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/10,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/11,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/12,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/15,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/16,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/17,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/18,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/19,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/22,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/23,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/24,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/25,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/26,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/5/31,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/1,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/2,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/5,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/6,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/7,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/8,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/9,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/12,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/13,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/14,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/15,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/16,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/19,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/20,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/21,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/22,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/23,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/26,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/27,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/28,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/29,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/6/30,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/3,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/4,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/5,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1709.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/6,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/7,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/10,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/11,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/12,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/13,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/14,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/17,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/18,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/19,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/20,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/21,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/24,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/25,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/26,A1709.DCE,C1709.DCE,CS1709.DCE,M1709.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/27,A1709.DCE,C1709.DCE,CS1709.DCE,M1801.DCE,Y1709.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/28,A1709.DCE,C1709.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1709.DCE,L1709.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/7/31,A1709.DCE,C1709.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1709.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/8/1,A1709.DCE,C1709.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1709.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1709.DCE
2017/8/2,A1709.DCE,C1709.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1709.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1801.DCE
2017/8/3,A1709.DCE,C1801.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1709.DCE,JM1709.DCE,I1801.DCE
2017/8/4,A1709.DCE,C1801.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1801.DCE,JM1709.DCE,I1801.DCE
2017/8/7,A1801.DCE,C1801.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/8,A1801.DCE,C1801.DCE,CS1709.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/9,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1709.DCE,V1709.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/10,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1801.DCE,V1801.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/11,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1801.DCE,V1801.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/14,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1801.DCE,V1801.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/15,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1801.DCE,V1801.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/16,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1801.DCE,V1801.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
2017/8/17,A1801.DCE,C1801.DCE,CS1801.DCE,M1801.DCE,Y1801.DCE,P1801.DCE,JD1801.DCE,L1801.DCE,PP1801.DCE,V1801.DCE,J1801.DCE,JM1801.DCE,I1801.DCE
