,TF1312.CFE,TF1403.CFE,TF1406.CFE,TF1409.CFE,TF1412.CFE,TF1503.CFE,TF1506.CFE,TF1509.CFE,TF1512.CFE,TF1603.CFE,TF1606.CFE,TF1609.CFE,TF1612.CFE,TF1703.CFE,TF1706.CFE,TF1709.CFE,TF1712.CFE,TF1803.CFE,TF1806.CFE,TF1809.CFE,TF1812.CFE,WSet: quota exceeded.
2013-09-06,94.22,94.694,94.9,,,,,,,,,,,,,,,,,,,
2013-09-09,94.156,94.26,94.306,,,,,,,,,,,,,,,,,,,
2013-09-10,93.87,94.0,94.072,,,,,,,,,,,,,,,,,,,
2013-09-11,93.718,93.792,93.962,,,,,,,,,,,,,,,,,,,
2013-09-12,93.59,93.706,93.796,,,,,,,,,,,,,,,,,,,
2013-09-13,93.7,93.828,93.906,,,,,,,,,,,,,,,,,,,
2013-09-16,93.764,93.9,93.964,,,,,,,,,,,,,,,,,,,
2013-09-17,93.87,94.002,94.06,,,,,,,,,,,,,,,,,,,
2013-09-18,94.25,94.294,94.426,,,,,,,,,,,,,,,,,,,
2013-09-23,94.55,94.6,94.446,,,,,,,,,,,,,,,,,,,
2013-09-24,94.312,94.422,94.496,,,,,,,,,,,,,,,,,,,
2013-09-25,94.35,94.444,94.496,,,,,,,,,,,,,,,,,,,
2013-09-26,94.448,94.59,94.546,,,,,,,,,,,,,,,,,,,
2013-09-27,94.55,94.596,94.606,,,,,,,,,,,,,,,,,,,
2013-09-30,94.346,94.342,94.36,,,,,,,,,,,,,,,,,,,
2013-10-08,94.52,94.564,94.546,,,,,,,,,,,,,,,,,,,
2013-10-09,94.33,94.432,94.406,,,,,,,,,,,,,,,,,,,
2013-10-10,94.362,94.478,94.446,,,,,,,,,,,,,,,,,,,
2013-10-11,94.35,94.352,94.356,,,,,,,,,,,,,,,,,,,
2013-10-14,94.278,94.308,94.256,,,,,,,,,,,,,,,,,,,
2013-10-15,94.092,94.102,94.11,,,,,,,,,,,,,,,,,,,
2013-10-16,93.856,93.97,94.006,,,,,,,,,,,,,,,,,,,
2013-10-17,94.0,94.058,94.156,,,,,,,,,,,,,,,,,,,
2013-10-18,93.924,94.002,94.106,,,,,,,,,,,,,,,,,,,
2013-10-21,93.886,93.952,94.146,,,,,,,,,,,,,,,,,,,
2013-10-22,93.852,93.988,94.094,,,,,,,,,,,,,,,,,,,
2013-10-23,93.76,93.856,94.046,,,,,,,,,,,,,,,,,,,
2013-10-24,93.8,93.88,94.008,,,,,,,,,,,,,,,,,,,
2013-10-25,93.6,93.702,93.862,,,,,,,,,,,,,,,,,,,
2013-10-28,93.67,93.88,93.996,,,,,,,,,,,,,,,,,,,
2013-10-29,93.658,93.916,94.046,,,,,,,,,,,,,,,,,,,
2013-10-30,93.526,93.762,93.946,,,,,,,,,,,,,,,,,,,
2013-10-31,93.538,93.804,93.946,,,,,,,,,,,,,,,,,,,
2013-11-01,93.766,94.088,94.046,,,,,,,,,,,,,,,,,,,
2013-11-04,93.85,94.058,94.146,,,,,,,,,,,,,,,,,,,
2013-11-05,93.642,93.828,93.956,,,,,,,,,,,,,,,,,,,
2013-11-06,93.484,93.79,93.906,,,,,,,,,,,,,,,,,,,
2013-11-07,93.31,93.698,93.908,,,,,,,,,,,,,,,,,,,
2013-11-08,92.8,93.05,93.606,,,,,,,,,,,,,,,,,,,
2013-11-11,92.39,92.84,93.356,,,,,,,,,,,,,,,,,,,
2013-11-12,91.77,92.392,92.896,,,,,,,,,,,,,,,,,,,
2013-11-13,92.098,92.504,92.806,,,,,,,,,,,,,,,,,,,
2013-11-14,91.8,92.256,92.556,,,,,,,,,,,,,,,,,,,
2013-11-15,91.6,92.104,92.506,,,,,,,,,,,,,,,,,,,
2013-11-18,91.344,91.818,92.306,,,,,,,,,,,,,,,,,,,
2013-11-19,91.37,91.8,92.194,,,,,,,,,,,,,,,,,,,
2013-11-20,90.89,91.3,91.906,,,,,,,,,,,,,,,,,,,
2013-11-21,91.116,91.7,92.246,,,,,,,,,,,,,,,,,,,
2013-11-22,91.4,91.98,92.446,,,,,,,,,,,,,,,,,,,
2013-11-25,91.604,92.142,92.596,,,,,,,,,,,,,,,,,,,
2013-11-26,91.344,91.77,92.248,,,,,,,,,,,,,,,,,,,
2013-11-27,91.384,91.82,92.296,,,,,,,,,,,,,,,,,,,
2013-11-28,91.846,92.27,92.646,,,,,,,,,,,,,,,,,,,
2013-11-29,92.002,92.6,92.896,,,,,,,,,,,,,,,,,,,
2013-12-02,91.724,92.506,92.856,,,,,,,,,,,,,,,,,,,
2013-12-03,91.5,92.1,92.512,,,,,,,,,,,,,,,,,,,
2013-12-04,91.846,92.302,92.746,,,,,,,,,,,,,,,,,,,
2013-12-05,91.57,92.038,92.556,,,,,,,,,,,,,,,,,,,
2013-12-06,90.998,91.84,92.306,,,,,,,,,,,,,,,,,,,
2013-12-09,91.44,91.856,92.396,,,,,,,,,,,,,,,,,,,
2013-12-10,91.124,91.66,92.106,,,,,,,,,,,,,,,,,,,
2013-12-11,90.8,91.3,91.806,,,,,,,,,,,,,,,,,,,
2013-12-12,90.998,91.55,91.946,,,,,,,,,,,,,,,,,,,
2013-12-13,90.2,91.85,92.196,,,,,,,,,,,,,,,,,,,
2013-12-16,,91.878,92.256,,,,,,,,,,,,,,,,,,,
2013-12-17,,91.432,91.906,92.12,,,,,,,,,,,,,,,,,,
2013-12-18,,91.55,91.978,92.35,,,,,,,,,,,,,,,,,,
2013-12-19,,91.4,91.906,92.1,,,,,,,,,,,,,,,,,,
2013-12-20,,91.496,91.896,92.268,,,,,,,,,,,,,,,,,,
2013-12-23,,91.38,91.856,92.284,,,,,,,,,,,,,,,,,,
2013-12-24,,91.746,92.296,92.698,,,,,,,,,,,,,,,,,,
2013-12-25,,91.646,92.156,,,,,,,,,,,,,,,,,,,
2013-12-26,,91.79,92.246,92.546,,,,,,,,,,,,,,,,,,
2013-12-27,,91.668,92.156,92.454,,,,,,,,,,,,,,,,,,
2013-12-30,,91.56,92.096,92.522,,,,,,,,,,,,,,,,,,
2013-12-31,,91.75,92.272,92.49,,,,,,,,,,,,,,,,,,
2014-01-02,,91.796,92.256,92.424,,,,,,,,,,,,,,,,,,
2014-01-03,,91.3,91.856,92.206,,,,,,,,,,,,,,,,,,
2014-01-06,,91.3,91.856,92.2,,,,,,,,,,,,,,,,,,
2014-01-07,,91.2,91.846,92.216,,,,,,,,,,,,,,,,,,
2014-01-08,,91.486,92.046,92.3,,,,,,,,,,,,,,,,,,
2014-01-09,,91.746,92.23,92.456,,,,,,,,,,,,,,,,,,
2014-01-10,,91.456,92.146,92.36,,,,,,,,,,,,,,,,,,
2014-01-13,,91.542,92.056,,,,,,,,,,,,,,,,,,,
2014-01-14,,91.458,92.056,,,,,,,,,,,,,,,,,,,
2014-01-15,,91.538,92.096,92.446,,,,,,,,,,,,,,,,,,
2014-01-16,,91.84,92.358,92.56,,,,,,,,,,,,,,,,,,
2014-01-17,,91.606,92.206,92.456,,,,,,,,,,,,,,,,,,
2014-01-20,,91.61,92.16,92.406,,,,,,,,,,,,,,,,,,
2014-01-21,,91.9,92.346,92.546,,,,,,,,,,,,,,,,,,
2014-01-22,,92.15,92.596,92.746,,,,,,,,,,,,,,,,,,
2014-01-23,,92.236,92.656,92.846,,,,,,,,,,,,,,,,,,
2014-01-24,,92.058,92.556,92.756,,,,,,,,,,,,,,,,,,
2014-01-27,,92.352,92.696,92.846,,,,,,,,,,,,,,,,,,
2014-01-28,,92.53,92.856,92.956,,,,,,,,,,,,,,,,,,
2014-01-29,,92.29,92.746,92.994,,,,,,,,,,,,,,,,,,
2014-01-30,,92.402,92.758,92.856,,,,,,,,,,,,,,,,,,
2014-02-07,,92.254,92.696,92.968,,,,,,,,,,,,,,,,,,
2014-02-10,,92.52,92.846,93.046,,,,,,,,,,,,,,,,,,
2014-02-11,,92.37,92.796,93.046,,,,,,,,,,,,,,,,,,
2014-02-12,,92.58,93.0,93.194,,,,,,,,,,,,,,,,,,
2014-02-13,,92.498,92.86,93.196,,,,,,,,,,,,,,,,,,
2014-02-14,,92.62,93.046,93.156,,,,,,,,,,,,,,,,,,
2014-02-17,,92.5,92.956,93.156,,,,,,,,,,,,,,,,,,
2014-02-18,,92.2,92.756,92.978,,,,,,,,,,,,,,,,,,
2014-02-19,,91.988,92.5,92.796,,,,,,,,,,,,,,,,,,
2014-02-20,,91.816,92.362,92.7,,,,,,,,,,,,,,,,,,
2014-02-21,,91.954,92.546,92.846,,,,,,,,,,,,,,,,,,
2014-02-24,,91.968,92.542,92.846,,,,,,,,,,,,,,,,,,
2014-02-25,,92.102,92.68,93.046,,,,,,,,,,,,,,,,,,
2014-02-26,,92.61,93.102,93.356,,,,,,,,,,,,,,,,,,
2014-02-27,,93.0,93.12,93.346,,,,,,,,,,,,,,,,,,
2014-02-28,,92.61,93.182,93.506,,,,,,,,,,,,,,,,,,
2014-03-03,,92.444,93.196,93.506,,,,,,,,,,,,,,,,,,
2014-03-04,,92.442,92.906,93.308,,,,,,,,,,,,,,,,,,
2014-03-05,,92.346,92.888,93.102,,,,,,,,,,,,,,,,,,
2014-03-06,,91.948,92.456,92.958,,,,,,,,,,,,,,,,,,
2014-03-07,,91.986,92.784,93.146,,,,,,,,,,,,,,,,,,
2014-03-10,,92.442,92.65,93.096,,,,,,,,,,,,,,,,,,
2014-03-11,,92.2,92.732,93.186,,,,,,,,,,,,,,,,,,
2014-03-12,,92.668,92.746,93.196,,,,,,,,,,,,,,,,,,
2014-03-13,,92.288,92.7,93.196,,,,,,,,,,,,,,,,,,
2014-03-14,,92.886,92.898,93.388,,,,,,,,,,,,,,,,,,
2014-03-17,,,92.906,93.356,93.498,,,,,,,,,,,,,,,,,
2014-03-18,,,92.798,93.214,93.4,,,,,,,,,,,,,,,,,
2014-03-19,,,92.588,93.006,93.0,,,,,,,,,,,,,,,,,
2014-03-20,,,92.556,93.01,,,,,,,,,,,,,,,,,,
2014-03-21,,,92.66,93.09,93.366,,,,,,,,,,,,,,,,,
2014-03-24,,,92.678,93.142,93.19,,,,,,,,,,,,,,,,,
2014-03-25,,,92.632,93.056,93.166,,,,,,,,,,,,,,,,,
2014-03-26,,,92.642,93.046,93.122,,,,,,,,,,,,,,,,,
2014-03-27,,,92.566,92.956,93.196,,,,,,,,,,,,,,,,,
2014-03-28,,,92.512,92.97,93.19,,,,,,,,,,,,,,,,,
2014-03-31,,,92.506,93.0,93.158,,,,,,,,,,,,,,,,,
2014-04-01,,,92.546,92.958,93.1,,,,,,,,,,,,,,,,,
2014-04-02,,,92.36,92.856,92.988,,,,,,,,,,,,,,,,,
2014-04-03,,,92.1,92.606,92.882,,,,,,,,,,,,,,,,,
2014-04-04,,,92.03,92.546,92.666,,,,,,,,,,,,,,,,,
2014-04-08,,,92.084,92.47,,,,,,,,,,,,,,,,,,
2014-04-09,,,92.096,92.462,,,,,,,,,,,,,,,,,,
2014-04-10,,,92.098,92.558,92.88,,,,,,,,,,,,,,,,,
2014-04-11,,,92.23,92.696,93.08,,,,,,,,,,,,,,,,,
2014-04-14,,,92.384,92.78,93.252,,,,,,,,,,,,,,,,,
2014-04-15,,,92.562,92.948,93.238,,,,,,,,,,,,,,,,,
2014-04-16,,,92.52,92.9,93.288,,,,,,,,,,,,,,,,,
2014-04-17,,,92.7,92.948,93.358,,,,,,,,,,,,,,,,,
2014-04-18,,,92.68,93.096,93.402,,,,,,,,,,,,,,,,,
2014-04-21,,,92.746,93.156,93.386,,,,,,,,,,,,,,,,,
2014-04-22,,,92.7,92.816,93.078,,,,,,,,,,,,,,,,,
2014-04-23,,,92.65,92.998,93.156,,,,,,,,,,,,,,,,,
2014-04-24,,,92.558,92.97,,,,,,,,,,,,,,,,,,
2014-04-25,,,92.538,92.946,,,,,,,,,,,,,,,,,,
2014-04-28,,,92.578,92.964,93.108,,,,,,,,,,,,,,,,,
2014-04-29,,,92.558,92.968,93.172,,,,,,,,,,,,,,,,,
2014-04-30,,,92.716,93.07,93.266,,,,,,,,,,,,,,,,,
2014-05-05,,,92.796,93.15,93.34,,,,,,,,,,,,,,,,,
2014-05-06,,,92.8,93.154,93.37,,,,,,,,,,,,,,,,,
2014-05-07,,,92.966,93.326,93.498,,,,,,,,,,,,,,,,,
2014-05-08,,,92.972,93.316,93.51,,,,,,,,,,,,,,,,,
2014-05-09,,,93.15,93.422,93.742,,,,,,,,,,,,,,,,,
2014-05-12,,,93.15,93.62,93.8,,,,,,,,,,,,,,,,,
2014-05-13,,,93.262,93.648,93.908,,,,,,,,,,,,,,,,,
2014-05-14,,,93.052,93.506,93.65,,,,,,,,,,,,,,,,,
2014-05-15,,,93.0,93.498,93.806,,,,,,,,,,,,,,,,,
2014-05-16,,,92.812,93.5,93.786,,,,,,,,,,,,,,,,,
2014-05-19,,,93.028,93.6,93.896,,,,,,,,,,,,,,,,,
2014-05-20,,,92.91,93.478,93.79,,,,,,,,,,,,,,,,,
2014-05-21,,,93.008,93.57,93.88,,,,,,,,,,,,,,,,,
2014-05-22,,,93.098,93.692,94.0,,,,,,,,,,,,,,,,,
2014-05-23,,,93.1,93.682,93.97,,,,,,,,,,,,,,,,,
2014-05-26,,,93.102,93.682,93.99,,,,,,,,,,,,,,,,,
2014-05-27,,,93.058,93.678,94.156,,,,,,,,,,,,,,,,,
2014-05-28,,,93.486,93.9,94.296,,,,,,,,,,,,,,,,,
2014-05-29,,,93.782,94.206,94.634,,,,,,,,,,,,,,,,,
2014-05-30,,,93.876,94.25,94.682,,,,,,,,,,,,,,,,,
2014-06-03,,,93.82,94.804,95.0,,,,,,,,,,,,,,,,,
2014-06-04,,,94.494,94.688,95.076,,,,,,,,,,,,,,,,,
2014-06-05,,,94.582,94.95,95.254,,,,,,,,,,,,,,,,,
2014-06-06,,,94.078,94.51,94.806,,,,,,,,,,,,,,,,,
2014-06-09,,,93.804,94.33,94.848,,,,,,,,,,,,,,,,,
2014-06-10,,,94.292,94.612,95.0,,,,,,,,,,,,,,,,,
2014-06-11,,,94.126,94.4,94.822,,,,,,,,,,,,,,,,,
2014-06-12,,,93.992,94.5,94.936,,,,,,,,,,,,,,,,,
2014-06-13,,,94.322,94.372,95.0,,,,,,,,,,,,,,,,,
2014-06-16,,,,94.4,94.862,95.162,,,,,,,,,,,,,,,,
2014-06-17,,,,94.75,95.104,95.318,,,,,,,,,,,,,,,,
2014-06-18,,,,94.512,94.8,95.172,,,,,,,,,,,,,,,,
2014-06-19,,,,94.53,94.83,,,,,,,,,,,,,,,,,
2014-06-20,,,,94.5,94.916,,,,,,,,,,,,,,,,,
2014-06-23,,,,94.582,94.956,94.99,,,,,,,,,,,,,,,,
2014-06-24,,,,94.534,94.9,,,,,,,,,,,,,,,,,
2014-06-25,,,,94.502,94.946,,,,,,,,,,,,,,,,,
2014-06-26,,,,94.478,94.87,,,,,,,,,,,,,,,,,
2014-06-27,,,,94.5,94.902,,,,,,,,,,,,,,,,,
2014-06-30,,,,94.506,94.91,,,,,,,,,,,,,,,,,
2014-07-01,,,,94.45,94.868,,,,,,,,,,,,,,,,,
2014-07-02,,,,93.986,94.4,94.7,,,,,,,,,,,,,,,,
2014-07-03,,,,93.802,94.244,94.462,,,,,,,,,,,,,,,,
2014-07-04,,,,93.528,93.98,94.362,,,,,,,,,,,,,,,,
2014-07-07,,,,93.75,94.168,,,,,,,,,,,,,,,,,
2014-07-08,,,,93.686,94.066,94.494,,,,,,,,,,,,,,,,
2014-07-09,,,,93.694,94.068,94.32,,,,,,,,,,,,,,,,
2014-07-10,,,,93.67,94.032,,,,,,,,,,,,,,,,,
2014-07-11,,,,93.69,94.09,,,,,,,,,,,,,,,,,
2014-07-14,,,,93.786,94.092,,,,,,,,,,,,,,,,,
2014-07-15,,,,93.57,94.01,94.25,,,,,,,,,,,,,,,,
2014-07-16,,,,93.372,93.75,93.902,,,,,,,,,,,,,,,,
2014-07-17,,,,93.18,93.506,93.77,,,,,,,,,,,,,,,,
2014-07-18,,,,92.898,93.274,93.662,,,,,,,,,,,,,,,,
2014-07-21,,,,92.958,93.358,93.784,,,,,,,,,,,,,,,,
2014-07-22,,,,93.064,93.6,94.02,,,,,,,,,,,,,,,,
2014-07-23,,,,93.036,93.444,93.744,,,,,,,,,,,,,,,,
2014-07-24,,,,92.944,93.44,93.74,,,,,,,,,,,,,,,,
2014-07-25,,,,93.016,93.466,93.886,,,,,,,,,,,,,,,,
2014-07-28,,,,93.208,93.66,94.026,,,,,,,,,,,,,,,,
2014-07-29,,,,93.086,93.4,,,,,,,,,,,,,,,,,
2014-07-30,,,,93.012,93.408,93.86,,,,,,,,,,,,,,,,
2014-07-31,,,,92.974,93.4,93.95,,,,,,,,,,,,,,,,
2014-08-01,,,,93.12,93.598,94.002,,,,,,,,,,,,,,,,
2014-08-04,,,,93.268,93.744,94.022,,,,,,,,,,,,,,,,
2014-08-05,,,,93.28,93.702,93.886,,,,,,,,,,,,,,,,
2014-08-06,,,,93.276,93.7,93.888,,,,,,,,,,,,,,,,
2014-08-07,,,,93.064,93.5,93.864,,,,,,,,,,,,,,,,
2014-08-08,,,,93.046,93.536,,,,,,,,,,,,,,,,,
2014-08-11,,,,92.998,93.45,93.938,,,,,,,,,,,,,,,,
2014-08-12,,,,92.96,93.47,93.864,,,,,,,,,,,,,,,,
2014-08-13,,,,92.788,93.268,93.864,,,,,,,,,,,,,,,,
2014-08-14,,,,93.008,93.612,94.49,,,,,,,,,,,,,,,,
2014-08-15,,,,93.188,93.8,94.166,,,,,,,,,,,,,,,,
2014-08-18,,,,93.328,93.84,94.158,,,,,,,,,,,,,,,,
2014-08-19,,,,93.2,93.696,93.95,,,,,,,,,,,,,,,,
2014-08-20,,,,93.072,93.4,93.78,,,,,,,,,,,,,,,,
2014-08-21,,,,93.168,93.522,,,,,,,,,,,,,,,,,
2014-08-22,,,,93.168,93.56,93.39,,,,,,,,,,,,,,,,
2014-08-25,,,,93.128,93.648,94.01,,,,,,,,,,,,,,,,
2014-08-26,,,,93.2,93.598,94.014,,,,,,,,,,,,,,,,
2014-08-27,,,,93.494,93.76,94.188,,,,,,,,,,,,,,,,
2014-08-28,,,,93.39,93.948,94.294,,,,,,,,,,,,,,,,
2014-08-29,,,,93.444,93.75,94.2,,,,,,,,,,,,,,,,
2014-09-01,,,,93.386,93.7,94.16,,,,,,,,,,,,,,,,
2014-09-02,,,,93.432,93.8,94.104,,,,,,,,,,,,,,,,
2014-09-03,,,,93.196,93.59,93.91,,,,,,,,,,,,,,,,
2014-09-04,,,,92.976,93.404,93.842,,,,,,,,,,,,,,,,
2014-09-05,,,,93.0,93.376,93.89,,,,,,,,,,,,,,,,
2014-09-09,,,,92.966,93.45,93.85,,,,,,,,,,,,,,,,
2014-09-10,,,,92.882,93.53,93.872,,,,,,,,,,,,,,,,
2014-09-11,,,,92.7,93.372,93.85,,,,,,,,,,,,,,,,
2014-09-12,,,,92.906,93.404,93.86,,,,,,,,,,,,,,,,
2014-09-15,,,,,93.636,94.262,94.28,,,,,,,,,,,,,,,
2014-09-16,,,,,93.608,93.972,94.342,,,,,,,,,,,,,,,
2014-09-17,,,,,93.8,94.13,94.418,,,,,,,,,,,,,,,
2014-09-18,,,,,93.754,94.156,94.6,,,,,,,,,,,,,,,
2014-09-19,,,,,94.35,95.288,95.0,,,,,,,,,,,,,,,
2014-09-22,,,,,94.7,95.05,95.2,,,,,,,,,,,,,,,
2014-09-23,,,,,94.802,95.12,95.352,,,,,,,,,,,,,,,
2014-09-24,,,,,94.42,94.75,95.15,,,,,,,,,,,,,,,
2014-09-25,,,,,94.4,94.694,95.218,,,,,,,,,,,,,,,
2014-09-26,,,,,94.58,94.84,95.074,,,,,,,,,,,,,,,
2014-09-29,,,,,94.626,95.098,95.306,,,,,,,,,,,,,,,
2014-09-30,,,,,94.724,95.11,95.366,,,,,,,,,,,,,,,
2014-10-08,,,,,94.648,94.982,94.822,,,,,,,,,,,,,,,
2014-10-09,,,,,94.544,94.872,95.03,,,,,,,,,,,,,,,
2014-10-10,,,,,94.492,94.98,95.154,,,,,,,,,,,,,,,
2014-10-13,,,,,94.496,94.838,95.054,,,,,,,,,,,,,,,
2014-10-14,,,,,94.696,95.08,95.5,,,,,,,,,,,,,,,
2014-10-15,,,,,95.28,95.642,95.844,,,,,,,,,,,,,,,
2014-10-16,,,,,95.55,95.788,96.15,,,,,,,,,,,,,,,
2014-10-17,,,,,95.342,95.81,96.15,,,,,,,,,,,,,,,
2014-10-20,,,,,95.8,96.304,96.376,,,,,,,,,,,,,,,
2014-10-21,,,,,96.14,96.5,96.572,,,,,,,,,,,,,,,
2014-10-22,,,,,95.666,96.314,96.408,,,,,,,,,,,,,,,
2014-10-23,,,,,95.4,95.88,96.14,,,,,,,,,,,,,,,
2014-10-24,,,,,95.452,95.934,96.082,,,,,,,,,,,,,,,
2014-10-27,,,,,95.632,96.058,96.208,,,,,,,,,,,,,,,
2014-10-28,,,,,95.612,96.044,96.428,,,,,,,,,,,,,,,
2014-10-29,,,,,95.792,96.288,96.44,,,,,,,,,,,,,,,
2014-10-30,,,,,95.68,96.258,96.408,,,,,,,,,,,,,,,
2014-10-31,,,,,95.44,95.968,96.33,,,,,,,,,,,,,,,
2014-11-03,,,,,95.75,96.25,96.834,,,,,,,,,,,,,,,
