,BU1402.SHF,BU1403.SHF,BU1404.SHF,BU1405.SHF,BU1406.SHF,BU1407.SHF,BU1408.SHF,BU1409.SHF,BU1410.SHF,BU1411.SHF,BU1412.SHF,BU1501.SHF,BU1502.SHF,BU1503.SHF,BU1504.SHF,BU1505.SHF,BU1506.SHF,BU1507.SHF,BU1508.SHF,BU1509.SHF,BU1510.SHF,BU1511.SHF,BU1512.SHF,BU1601.SHF,BU1602.SHF,BU1603.SHF,BU1604.SHF,BU1605.SHF,BU1606.SHF,BU1607.SHF,BU1608.SHF,BU1609.SHF,BU1610.SHF,BU1611.SHF,BU1612.SHF,BU1701.SHF,BU1702.SHF,BU1703.SHF,BU1704.SHF,BU1705.SHF,BU1706.SHF,BU1707.SHF,BU1708.SHF,BU1709.SHF,BU1710.SHF,BU1711.SHF,BU1712.SHF,BU1801.SHF,BU1802.SHF,BU1803.SHF,BU1804.SHF,BU1805.SHF,BU1806.SHF,BU1809.SHF,BU1812.SHF,BU1903.SHF,BU1906.SHF,BU1909.SHF,BU1912.SHF,BU1807.SHF,BU1808.SHF,BU2003.SHF
2015-03-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,18728.0,0.0,2.0,134.0,,,20.0,,,2.0,,,32.0,,,42.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,19172.0,0.0,2.0,132.0,,,20.0,,,2.0,,,32.0,,,44.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,19002.0,0.0,2.0,134.0,,,20.0,,,2.0,,,32.0,,,40.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,18616.0,0.0,2.0,134.0,,,20.0,,,2.0,,,32.0,,,40.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,23392.0,0.0,2.0,148.0,,,20.0,,,32.0,,,34.0,,,42.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,23588.0,0.0,2.0,154.0,,,20.0,,,32.0,,,32.0,,,42.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,23936.0,0.0,2.0,158.0,,,20.0,,,30.0,,,32.0,,,46.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,14.0,26804.0,0.0,2.0,160.0,,,16.0,,,30.0,,,30.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,24904.0,0.0,2.0,158.0,,,14.0,,,30.0,,,28.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,23284.0,0.0,2.0,168.0,,,14.0,,,30.0,,,26.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,22456.0,0.0,2.0,170.0,,,14.0,,,30.0,,,26.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,21578.0,0.0,2.0,168.0,,,14.0,,,30.0,,,26.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,30696.0,0.0,2.0,172.0,,,14.0,,,32.0,,,26.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,31712.0,0.0,2.0,172.0,,,14.0,,,28.0,,,24.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,32786.0,0.0,2.0,174.0,,,14.0,,,28.0,,,26.0,,,42.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,29932.0,0.0,2.0,178.0,,,14.0,,,28.0,,,26.0,,,42.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,32256.0,0.0,2.0,182.0,,,14.0,,,28.0,,,26.0,,,42.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,43730.0,0.0,2.0,180.0,,,12.0,,,28.0,,,32.0,,,42.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,43760.0,2.0,2.0,192.0,,,12.0,,,28.0,,,28.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,43384.0,8.0,2.0,198.0,,,12.0,,,28.0,,,30.0,,,36.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,44390.0,8.0,2.0,214.0,,,12.0,,,28.0,,,32.0,,,36.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,53528.0,8.0,2.0,298.0,0.0,,12.0,,,28.0,,,42.0,,,36.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,49530.0,0.0,2.0,360.0,0.0,,12.0,,,28.0,,,44.0,,,40.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,51604.0,0.0,2.0,758.0,0.0,,12.0,,,30.0,,,40.0,,,42.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,50730.0,0.0,2.0,636.0,0.0,,12.0,,,20.0,,,40.0,,,44.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,50064.0,0.0,2.0,802.0,0.0,,12.0,,,20.0,,,56.0,,,46.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,57812.0,0.0,2.0,926.0,0.0,,10.0,,,22.0,,,52.0,,,52.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,57850.0,0.0,2.0,988.0,0.0,,10.0,,,14.0,,,70.0,,,52.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,57812.0,0.0,2.0,1490.0,0.0,,10.0,,,14.0,,,80.0,,,68.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,58128.0,0.0,2.0,2404.0,0.0,,50.0,,,14.0,,,98.0,,,92.0,,,52.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,53810.0,0.0,2.0,2668.0,0.0,,52.0,,,14.0,,,94.0,,,104.0,,,56.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,55378.0,0.0,2.0,2758.0,0.0,,52.0,,,12.0,,,100.0,,,106.0,,,58.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,54146.0,0.0,2.0,3354.0,0.0,,50.0,,,12.0,,,102.0,,,104.0,,,58.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,58444.0,0.0,2.0,4274.0,0.0,,50.0,,,12.0,,,104.0,,,102.0,,,64.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,53498.0,0.0,2.0,6954.0,0.0,,50.0,,,12.0,,,108.0,,,90.0,,,64.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,51064.0,0.0,2.0,7626.0,0.0,,52.0,,,14.0,,,106.0,,,90.0,,,62.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52628.0,2.0,2.0,9028.0,0.0,,52.0,,,14.0,,,106.0,,,90.0,,,62.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,55640.0,2.0,2.0,9372.0,0.0,,52.0,,,12.0,,,106.0,,,88.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52376.0,2.0,2.0,10996.0,0.0,,52.0,,,14.0,,,104.0,,,82.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52156.0,2.0,2.0,12422.0,0.0,,54.0,,,14.0,,,100.0,,,80.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,50334.0,2.0,2.0,13362.0,0.0,,52.0,,,12.0,,,102.0,,,72.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,51774.0,4.0,2.0,13880.0,0.0,,52.0,,,12.0,,,100.0,,,74.0,,,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,53222.0,4.0,2.0,14816.0,0.0,0.0,50.0,,,12.0,,,102.0,,,78.0,,,22.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,51872.0,4.0,2.0,17706.0,0.0,0.0,56.0,,,12.0,,,104.0,,,78.0,,,22.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,47958.0,4.0,2.0,18640.0,4.0,0.0,60.0,,,12.0,,,104.0,,,74.0,,,28.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,48246.0,4.0,2.0,20182.0,2.0,0.0,58.0,,,12.0,,,110.0,,,68.0,,,24.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,46850.0,4.0,2.0,21974.0,2.0,0.0,58.0,,,12.0,,,104.0,,,68.0,,,28.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,44724.0,4.0,2.0,23182.0,2.0,0.0,58.0,,,12.0,,,108.0,,,68.0,,,30.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,42602.0,4.0,0.0,23916.0,2.0,0.0,60.0,,,12.0,,,106.0,,,68.0,,,34.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,40328.0,4.0,0.0,24996.0,2.0,0.0,60.0,,,12.0,,,106.0,,,68.0,,,38.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,36400.0,4.0,0.0,25670.0,2.0,0.0,60.0,,,18.0,,,106.0,,,70.0,,,40.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,33534.0,4.0,0.0,28420.0,2.0,0.0,58.0,,,18.0,,,108.0,,,70.0,,,44.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,30206.0,4.0,8.0,30850.0,2.0,0.0,58.0,,,18.0,,,112.0,,,68.0,,,40.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,29150.0,4.0,8.0,32694.0,2.0,0.0,56.0,,,16.0,,,110.0,,,68.0,,,44.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,28382.0,4.0,8.0,32892.0,2.0,0.0,70.0,,,16.0,,,108.0,,,68.0,,,48.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,27110.0,4.0,8.0,39274.0,2.0,0.0,66.0,,,16.0,,,110.0,,,70.0,,,48.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26648.0,4.0,8.0,41354.0,2.0,0.0,102.0,,,16.0,,,110.0,,,72.0,,,50.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26550.0,4.0,8.0,46222.0,2.0,0.0,106.0,,,16.0,,,110.0,,,74.0,,,48.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26464.0,4.0,8.0,47462.0,2.0,0.0,108.0,,,10.0,,,118.0,,,72.0,,,50.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26374.0,4.0,8.0,44836.0,2.0,0.0,104.0,,,10.0,,,120.0,,,72.0,,,56.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26368.0,4.0,8.0,44644.0,2.0,0.0,104.0,,,10.0,,,122.0,,,72.0,,,56.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26392.0,4.0,8.0,50838.0,2.0,0.0,106.0,,,10.0,,,120.0,,,76.0,,,58.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,49338.0,2.0,0.0,110.0,,,6.0,,,122.0,,,78.0,,,52.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,47592.0,2.0,0.0,118.0,,,6.0,,,128.0,,,86.0,,,52.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-06-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,47880.0,2.0,0.0,116.0,,,6.0,,,130.0,,,92.0,,,54.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-06-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,48514.0,2.0,0.0,124.0,,,6.0,,,122.0,,,90.0,,,56.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-06-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,52878.0,2.0,0.0,136.0,,,6.0,,,120.0,,,104.0,,,58.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-06-23,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,55594.0,2.0,0.0,136.0,,,6.0,,,120.0,,,104.0,,,58.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-06-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,51934.0,2.0,0.0,138.0,,,6.0,,,122.0,,,96.0,,,60.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-06-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,52808.0,2.0,0.0,138.0,,,6.0,,,122.0,,,96.0,,,60.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
2015-06-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,50834.0,2.0,0.0,124.0,,,8.0,,,122.0,,,84.0,,,60.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
2015-06-29,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,49566.0,2.0,0.0,124.0,,,8.0,,,116.0,,,86.0,,,60.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
2015-06-30,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,48312.0,8.0,0.0,124.0,,,8.0,,,86.0,,,94.0,,,60.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-07-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,49450.0,8.0,0.0,126.0,,,8.0,,,96.0,,,96.0,,,66.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-07-02,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,50466.0,10.0,0.0,136.0,,,8.0,,,94.0,,,98.0,,,66.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-07-03,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,46572.0,8.0,0.0,174.0,,,8.0,,,102.0,,,86.0,,,68.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
2015-07-06,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,47992.0,8.0,0.0,278.0,,,4.0,,,98.0,,,96.0,,,68.0,,,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
2015-07-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,49520.0,8.0,0.0,324.0,,,6.0,,,100.0,,,106.0,,,64.0,,,12.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
2015-07-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,44960.0,8.0,0.0,208.0,,,4.0,,,102.0,,,106.0,,,64.0,,,16.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
2015-07-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,39340.0,8.0,0.0,190.0,,,4.0,,,104.0,,,102.0,,,68.0,,,18.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
2015-07-10,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,4.0,8.0,41908.0,8.0,2.0,194.0,,,4.0,,,104.0,,,98.0,,,70.0,,,18.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
2015-07-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,44834.0,6.0,2.0,210.0,,,4.0,,,104.0,,,104.0,,,68.0,,,18.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
2015-07-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,43940.0,4.0,2.0,264.0,,,4.0,,,106.0,,,98.0,,,68.0,,,20.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
2015-07-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,39414.0,4.0,2.0,294.0,,,4.0,,,106.0,,,96.0,,,68.0,,,20.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
2015-07-16,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,40696.0,4.0,2.0,316.0,0.0,,4.0,,,106.0,,,98.0,,,68.0,,,20.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
