,M0011.DCE,M0101.DCE,M0103.DCE,M0105.DCE,M0107.DCE,M0109.DCE,M0111.DCE,M0201.DCE,M0203.DCE,M0205.DCE,M0207.DCE,M0209.DCE,M0211.DCE,M0301.DCE,M0303.DCE,M0305.DCE,M0307.DCE,M0308.DCE,M0309.DCE,M0311.DCE,M0401.DCE,M0403.DCE,M0405.DCE,M0408.DCE,M0409.DCE,M0411.DCE,M0501.DCE,M0503.DCE,M0505.DCE,M0508.DCE,M0509.DCE,M0511.DCE,M0512.DCE,M0601.DCE,M0603.DCE,M0605.DCE,M0607.DCE,M0608.DCE,M0609.DCE,M0611.DCE,M0612.DCE,M0701.DCE,M0703.DCE,M0705.DCE,M0707.DCE,M0708.DCE,M0709.DCE,M0711.DCE,M0712.DCE,M0801.DCE,M0803.DCE,M0805.DCE,M0807.DCE,M0808.DCE,M0809.DCE,M0811.DCE,M0812.DCE,M0901.DCE,M0903.DCE,M0905.DCE,M0907.DCE,M0908.DCE,M0909.DCE,M0911.DCE,M0912.DCE,M1001.DCE,M1003.DCE,M1005.DCE,M1007.DCE,M1008.DCE,M1009.DCE,M1011.DCE,M1012.DCE,M1101.DCE,M1103.DCE,M1105.DCE,M1107.DCE,M1108.DCE,M1109.DCE,M1111.DCE,M1112.DCE,M1201.DCE,M1203.DCE,M1205.DCE,M1207.DCE,M1208.DCE,M1209.DCE,M1211.DCE,M1212.DCE,M1301.DCE,M1303.DCE,M1305.DCE,M1307.DCE,M1308.DCE,M1309.DCE,M1311.DCE,M1312.DCE,M1401.DCE,M1403.DCE,M1405.DCE,M1407.DCE,M1408.DCE,M1409.DCE,M1411.DCE,M1412.DCE,M1501.DCE,M1503.DCE,M1505.DCE,M1507.DCE,M1508.DCE,M1509.DCE,M1511.DCE,M1512.DCE,M1601.DCE,M1603.DCE,M1605.DCE,M1607.DCE,M1608.DCE,M1609.DCE,M1611.DCE,M1612.DCE,M1701.DCE,M1703.DCE,M1705.DCE,M1707.DCE,M1708.DCE,M1709.DCE,M1711.DCE,M1712.DCE,M1801.DCE,M1803.DCE,M1805.DCE,M1807.DCE,M1808.DCE,M1809.DCE,M1811.DCE,M1812.DCE
2012-07-31,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160884.0,3098.0,766.0,2257532.0,496.0,928984.0,1136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131406.0,3284.0,810.0,2221546.0,458.0,1034788.0,1120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115044.0,3596.0,776.0,2302538.0,458.0,903712.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-03,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100506.0,3642.0,792.0,2346640.0,418.0,927418.0,1218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-06,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83184.0,3618.0,794.0,2270588.0,388.0,863216.0,1206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64724.0,8538.0,796.0,2453854.0,378.0,891954.0,1242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-08,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52704.0,10696.0,778.0,2227580.0,380.0,865826.0,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50704.0,11174.0,962.0,2138420.0,388.0,880856.0,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-10,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45054.0,11370.0,1058.0,2197404.0,376.0,891498.0,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-13,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39954.0,12484.0,826.0,2204618.0,364.0,877276.0,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-14,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35592.0,12448.0,810.0,2241964.0,386.0,857526.0,1216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26976.0,12450.0,810.0,2374892.0,378.0,862442.0,1150.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-16,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22718.0,12458.0,942.0,2255654.0,378.0,841112.0,1260.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17550.0,13136.0,968.0,2217714.0,382.0,868378.0,1288.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13212.0,13586.0,970.0,2404998.0,392.0,945474.0,1342.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10646.0,13732.0,982.0,2569800.0,408.0,986314.0,1346.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8272.0,14440.0,986.0,2532816.0,386.0,995798.0,1428.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7092.0,14750.0,976.0,2493654.0,352.0,999734.0,1470.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-24,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6826.0,15544.0,1044.0,2612452.0,444.0,1035152.0,1610.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6418.0,15554.0,1014.0,2545154.0,454.0,1006840.0,1704.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-28,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5704.0,15570.0,1000.0,2541258.0,456.0,996358.0,1658.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-29,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4802.0,15752.0,958.0,2572396.0,448.0,1016490.0,1664.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-30,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4634.0,15724.0,962.0,2520434.0,434.0,988716.0,1676.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4378.0,16272.0,964.0,2643374.0,458.0,998908.0,1670.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.0,16126.0,986.0,2573612.0,434.0,1021838.0,1752.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,16134.0,986.0,2485108.0,422.0,1081164.0,1774.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.0,15974.0,930.0,2391172.0,422.0,1114136.0,1762.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.0,15602.0,926.0,2349262.0,432.0,1122586.0,1698.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3502.0,15408.0,922.0,2322130.0,406.0,1120236.0,1786.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698.0,15206.0,924.0,2309894.0,464.0,1109542.0,1774.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
