,PB1501.SHF,PB1502.SHF,PB1503.SHF,PB1504.SHF,PB1505.SHF,PB1506.SHF,PB1507.SHF,PB1508.SHF,PB1509.SHF,PB1510.SHF,PB1511.SHF,PB1512.SHF,PB1601.SHF,PB1602.SHF,PB1603.SHF,PB1604.SHF,PB1605.SHF,PB1606.SHF,PB1607.SHF,PB1608.SHF,PB1609.SHF,PB1610.SHF,PB1611.SHF,PB1612.SHF,PB1701.SHF,PB1702.SHF,PB1703.SHF,PB1704.SHF,PB1705.SHF,PB1706.SHF,PB1707.SHF,PB1708.SHF,PB1709.SHF,PB1710.SHF,PB1711.SHF,PB1712.SHF,PB1801.SHF,PB1802.SHF,PB1803.SHF,PB1804.SHF,PB1805.SHF,PB1806.SHF,PB1807.SHF,PB1808.SHF,PB1809.SHF,PB1810.SHF,PB1811.SHF,PB1812.SHF,PB1901.SHF,PB1902.SHF,PB1903.SHF,PB1904.SHF
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,19475.0,19630.0,19685.0,19685.0,19655.0,19605.0,19650.0,19645.0,19585.0,19640.0,,,,,,,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,19370.0,19525.0,19560.0,19555.0,19535.0,19535.0,,19335.0,19615.0,,,,,,,,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,19950.0,20070.0,20155.0,20150.0,20085.0,20000.0,19635.0,20000.0,20025.0,20150.0,20070.0,19750.0,,,,,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,19710.0,20015.0,20095.0,20100.0,20040.0,19905.0,19920.0,19910.0,,,,19960.0,,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,19380.0,19855.0,19940.0,19965.0,19755.0,19695.0,,19675.0,19560.0,19615.0,19685.0,19920.0,,,,,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,19440.0,19515.0,19550.0,19580.0,19555.0,19470.0,19380.0,19420.0,19430.0,,,,,,,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,18980.0,19020.0,19065.0,19100.0,19080.0,19005.0,19065.0,19065.0,19105.0,19050.0,,,,,,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,18880.0,18895.0,18940.0,18960.0,18995.0,18915.0,18900.0,18935.0,18895.0,,,,,,,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,19300.0,19320.0,19395.0,19385.0,19860.0,19300.0,19260.0,,,,,19220.0,,,,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,19075.0,19140.0,19170.0,19260.0,19045.0,19015.0,19025.0,,,,,,,,,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,19040.0,19135.0,19190.0,19205.0,19215.0,19095.0,,,19215.0,,18715.0,,,,,,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,18830.0,18910.0,19000.0,19005.0,18990.0,19010.0,19005.0,19010.0,18890.0,18760.0,19015.0,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,18895.0,18980.0,19060.0,19070.0,19060.0,19025.0,19050.0,19050.0,19030.0,19035.0,19085.0,19040.0,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,18590.0,18695.0,18755.0,18785.0,18595.0,18770.0,18765.0,,,18870.0,18880.0,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,18540.0,18685.0,18780.0,18820.0,18750.0,18700.0,18695.0,18915.0,18830.0,18900.0,,,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,18840.0,19010.0,19350.0,19165.0,19155.0,19115.0,19180.0,19045.0,19200.0,19130.0,18990.0,,,,,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,18560.0,18765.0,18845.0,18895.0,18855.0,18890.0,19025.0,18935.0,18955.0,18890.0,18915.0,18965.0,,,,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,18525.0,18640.0,18725.0,18775.0,18525.0,18600.0,18585.0,18575.0,,18595.0,,,,,,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,18010.0,18205.0,18290.0,18330.0,18375.0,,18395.0,18305.0,,18350.0,,18575.0,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,17850.0,18115.0,18195.0,18270.0,18295.0,18185.0,18160.0,,,,,,,,,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.0,18090.0,18195.0,18255.0,18235.0,18200.0,18260.0,18290.0,18305.0,,,18275.0,,,,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,17795.0,17950.0,18045.0,18110.0,18110.0,,18120.0,18020.0,,,,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,18130.0,18260.0,18350.0,18420.0,18290.0,18325.0,18300.0,18485.0,18400.0,,,18530.0,,,,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,18110.0,18330.0,18440.0,18495.0,18450.0,18485.0,18565.0,,18515.0,,,18535.0,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,18180.0,18280.0,18360.0,18330.0,18370.0,18360.0,18540.0,18410.0,,,,,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,18430.0,18540.0,18600.0,18570.0,18600.0,18715.0,18645.0,,,18630.0,18575.0,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18480.0,18590.0,18630.0,18600.0,18650.0,18600.0,18705.0,18640.0,,,,,,,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600.0,18715.0,18770.0,18780.0,18745.0,,18755.0,18640.0,,18750.0,18820.0,18820.0,,,,,,,,,,,,,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,18525.0,18605.0,18680.0,18650.0,18680.0,18575.0,,,18680.0,,,,,,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,18495.0,18600.0,18645.0,18605.0,18685.0,18645.0,18695.0,18665.0,,,18395.0,,,,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,18675.0,18790.0,18840.0,18880.0,18805.0,18785.0,18675.0,18840.0,,,18895.0,18975.0,,,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,18510.0,18605.0,18680.0,18660.0,18605.0,,18560.0,18460.0,18590.0,18530.0,18715.0,18675.0,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,18195.0,18315.0,18390.0,18335.0,18400.0,18300.0,18455.0,18255.0,18490.0,18515.0,18230.0,18485.0,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,17710.0,17810.0,17890.0,17875.0,17675.0,17655.0,17775.0,17750.0,,18080.0,17910.0,17725.0,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,17560.0,17700.0,17810.0,17790.0,17815.0,17795.0,17735.0,17560.0,17900.0,17810.0,17855.0,17860.0,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,17460.0,17585.0,17705.0,17940.0,17820.0,17775.0,17805.0,17775.0,17835.0,17795.0,17785.0,17825.0,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,17450.0,17590.0,17715.0,17770.0,17825.0,17765.0,17815.0,17815.0,17835.0,17835.0,17730.0,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,17460.0,17625.0,17745.0,17760.0,17765.0,17800.0,17810.0,17865.0,17735.0,17830.0,,17800.0,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17505.0,17695.0,17835.0,17870.0,17880.0,17775.0,17955.0,17985.0,17800.0,,,17990.0,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17445.0,17650.0,17770.0,17855.0,17730.0,17775.0,17805.0,17800.0,17815.0,17720.0,17825.0,17735.0,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16410.0,16655.0,16750.0,16800.0,16845.0,16835.0,16910.0,16990.0,16945.0,16970.0,16965.0,16980.0,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400.0,16550.0,16600.0,16660.0,16690.0,16860.0,,16760.0,,,16785.0,16835.0,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16350.0,16520.0,16640.0,16735.0,16770.0,16795.0,16700.0,16850.0,16860.0,16985.0,17000.0,16920.0,,,,,,,,,,,,,
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16485.0,16545.0,16650.0,16740.0,16810.0,16885.0,16710.0,16780.0,16975.0,17040.0,17190.0,,,,,,,,,,,,,,
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16425.0,16505.0,16610.0,16705.0,16795.0,16800.0,,16910.0,16905.0,,17115.0,17115.0,,,,,,,,,,,,,
2017-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16535.0,16760.0,16885.0,16975.0,16940.0,16885.0,,,16965.0,,,17290.0,,,,,,,,,,,,,
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16605.0,16650.0,16785.0,16805.0,16735.0,16810.0,16915.0,17015.0,16860.0,17060.0,17185.0,,,,,,,,,,,,,
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16125.0,16150.0,16210.0,16165.0,16230.0,16035.0,16125.0,16280.0,16190.0,16465.0,16450.0,16525.0,,,,,,,,,,,,
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16210.0,16225.0,16250.0,16245.0,16235.0,16190.0,16260.0,16285.0,16400.0,16405.0,16415.0,,,,,,,,,,,,,
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16250.0,16320.0,16325.0,16330.0,16300.0,16265.0,16270.0,16445.0,16420.0,16430.0,16455.0,,,,,,,,,,,,,
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16025.0,16065.0,16080.0,16080.0,16020.0,16040.0,16075.0,16025.0,16190.0,16165.0,16085.0,,,,,,,,,,,,,
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15990.0,16045.0,16050.0,16010.0,16940.0,16035.0,16070.0,16085.0,16110.0,16165.0,16145.0,16175.0,,,,,,,,,,,,
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16125.0,16210.0,16245.0,16275.0,16255.0,16270.0,16285.0,,16405.0,16400.0,16505.0,16450.0,,,,,,,,,,,,
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150.0,16250.0,16295.0,16295.0,16310.0,16320.0,16365.0,,16420.0,16455.0,16475.0,,,,,,,,,,,,,
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16315.0,16430.0,16495.0,16500.0,16450.0,,16495.0,,,,16570.0,16565.0,,,,,,,,,,,,
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700.0,16860.0,16925.0,16945.0,16955.0,16805.0,16815.0,16900.0,,16930.0,16970.0,,,,,,,,,,,,,
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16385.0,16520.0,16590.0,16600.0,16620.0,16600.0,,,16650.0,16710.0,,,,,,,,,,,,,,
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16065.0,16230.0,16285.0,16285.0,16295.0,16265.0,16295.0,,16150.0,16340.0,16300.0,,,,,,,,,,,,,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16090.0,16205.0,16300.0,16320.0,16345.0,16300.0,,,,16440.0,16390.0,16430.0,,,,,,,,,,,,
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16050.0,16185.0,16275.0,16300.0,16410.0,16290.0,16335.0,16230.0,16260.0,16305.0,16390.0,,,,,,,,,,,,,
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16025.0,16115.0,16200.0,16225.0,16245.0,16200.0,,,,,,,,,,,,,,,,,,
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16160.0,16280.0,16375.0,16430.0,16425.0,,,,,16500.0,16465.0,,,,,,,,,,,,,
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16290.0,16425.0,16525.0,16545.0,16575.0,16385.0,16450.0,,16715.0,16445.0,16425.0,,,,,,,,,,,,,
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150.0,16320.0,16420.0,16585.0,16460.0,16225.0,16260.0,16225.0,16545.0,16375.0,16305.0,16210.0,,,,,,,,,,,,
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15925.0,16115.0,16180.0,16220.0,16240.0,16150.0,16135.0,16230.0,16090.0,16100.0,16205.0,16210.0,,,,,,,,,,,,
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16040.0,16135.0,16175.0,16195.0,16115.0,16225.0,16170.0,16145.0,16190.0,16025.0,,,,,,,,,,,,,
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15785.0,15880.0,15945.0,15915.0,15890.0,,,,16000.0,15980.0,,,,,,,,,,,,,
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15795.0,15895.0,15950.0,15930.0,15890.0,15975.0,15805.0,15730.0,15735.0,,,,,,,,,,,,,,
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15540.0,15640.0,15675.0,15710.0,15705.0,15660.0,15600.0,,,,,15645.0,,,,,,,,,,,
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15815.0,15920.0,15960.0,15985.0,16000.0,,16025.0,15990.0,,,,,,,,,,,,,,,
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15955.0,16040.0,16105.0,16140.0,16175.0,16125.0,16125.0,,16045.0,16040.0,16125.0,,,,,,,,,,,,
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15940.0,15975.0,16080.0,16000.0,15920.0,15935.0,15970.0,15985.0,,,,,,,,,,,,,,,
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15970.0,15980.0,15995.0,16035.0,16055.0,16020.0,16050.0,15940.0,16070.0,16175.0,16070.0,16005.0,,,,,,,,,,,
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15950.0,16010.0,16025.0,16040.0,16030.0,16085.0,16100.0,16100.0,16100.0,16125.0,16125.0,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150.0,16215.0,16230.0,16225.0,16200.0,16215.0,16270.0,16135.0,,,,,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16115.0,16170.0,16220.0,16200.0,16180.0,16200.0,16240.0,16210.0,16195.0,,,,,,,,,,,,,,
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16160.0,16250.0,16300.0,16320.0,16310.0,16240.0,16295.0,16415.0,16330.0,16330.0,16335.0,,,,,,,,,,,,
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16515.0,16630.0,16670.0,16650.0,16620.0,16625.0,16595.0,16650.0,,16635.0,16520.0,16575.0,,,,,,,,,,,
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16610.0,16720.0,16750.0,16730.0,16725.0,16685.0,16650.0,16700.0,16725.0,16720.0,16680.0,16605.0,,,,,,,,,,,
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16680.0,16780.0,16795.0,16790.0,16755.0,16685.0,16790.0,16675.0,16470.0,,,,,,,,,,,,,,
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16630.0,16750.0,16790.0,16790.0,16635.0,16775.0,16780.0,16830.0,16625.0,16800.0,16645.0,,,,,,,,,,,,
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16860.0,16920.0,16950.0,16950.0,16905.0,,16800.0,17010.0,16900.0,16950.0,16865.0,,,,,,,,,,,,
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17320.0,17120.0,17150.0,17725.0,17070.0,17075.0,17070.0,17075.0,17050.0,16950.0,17085.0,17075.0,,,,,,,,,,,
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16930.0,17050.0,17055.0,17045.0,17025.0,16850.0,16990.0,17005.0,,16850.0,16905.0,,,,,,,,,,,,
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17180.0,17030.0,16955.0,16875.0,16780.0,16770.0,16785.0,16760.0,16735.0,,16515.0,16685.0,,,,,,,,,,,
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17250.0,17215.0,17000.0,16880.0,16715.0,16710.0,16680.0,16600.0,16615.0,16575.0,,,,,,,,,,,,,
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17380.0,17220.0,17060.0,16930.0,16845.0,16760.0,16790.0,16735.0,16805.0,16650.0,16760.0,16640.0,,,,,,,,,,
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17485.0,17395.0,17345.0,17290.0,17215.0,17150.0,17045.0,17000.0,16750.0,16895.0,,16960.0,,,,,,,,,,
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17780.0,17650.0,17565.0,17515.0,17400.0,17350.0,17075.0,,17275.0,17270.0,,16945.0,,,,,,,,,,
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17740.0,17575.0,17445.0,17350.0,17250.0,17135.0,17110.0,,17015.0,16890.0,16900.0,,,,,,,,,,,
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17835.0,17695.0,17570.0,17420.0,17285.0,17265.0,17300.0,,,,17100.0,17065.0,,,,,,,,,,
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17780.0,17665.0,17560.0,17455.0,17320.0,17145.0,17155.0,,,,16885.0,,,,,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17500.0,17405.0,17325.0,17145.0,17075.0,16950.0,17045.0,,,16925.0,16910.0,16870.0,,,,,,,,,,
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17480.0,17440.0,17395.0,17325.0,17275.0,17195.0,17170.0,17155.0,17110.0,16925.0,16895.0,16740.0,,,,,,,,,,
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17885.0,17890.0,17850.0,17760.0,17600.0,17550.0,,,17495.0,17470.0,17395.0,17440.0,,,,,,,,,,
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17920.0,17865.0,17760.0,17620.0,17505.0,,17430.0,17410.0,,,17400.0,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17930.0,17880.0,17790.0,17640.0,17535.0,17410.0,17310.0,17305.0,17350.0,17395.0,17395.0,,,,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18305.0,18170.0,18050.0,17900.0,17780.0,17700.0,17600.0,17560.0,17355.0,17425.0,,17405.0,,,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18310.0,18210.0,18090.0,17945.0,17845.0,17755.0,17600.0,,,,,17480.0,,,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,17930.0,18865.0,17670.0,17550.0,17495.0,17305.0,17050.0,17315.0,17005.0,,17190.0,,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17835.0,17650.0,17520.0,17380.0,17260.0,17210.0,17075.0,17045.0,16985.0,16965.0,,,,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.0,17850.0,17755.0,17645.0,17530.0,17400.0,17415.0,17345.0,,17240.0,,17225.0,,,,,,,,,,
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,17890.0,17800.0,17665.0,17515.0,17490.0,,,17300.0,,,17140.0,,,,,,,,,,
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,18000.0,17935.0,17820.0,17700.0,17595.0,17330.0,,17260.0,17290.0,17465.0,17465.0,,,,,,,,,,
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18120.0,18085.0,18010.0,17910.0,17720.0,17760.0,17775.0,17540.0,17535.0,17510.0,,17530.0,,,,,,,,,,
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17980.0,17995.0,17945.0,17850.0,17735.0,17645.0,17550.0,17520.0,,,,,,,,,,,,,,
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17655.0,17905.0,17860.0,17815.0,17720.0,17655.0,17570.0,17510.0,17495.0,17465.0,17210.0,17295.0,,,,,,,,,,
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,17890.0,17845.0,17815.0,17750.0,17745.0,17740.0,17515.0,17540.0,17435.0,17340.0,17640.0,,,,,,,,,,
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17940.0,17900.0,17870.0,17825.0,17800.0,17605.0,17675.0,17625.0,17605.0,17540.0,17635.0,17815.0,,,,,,,,,
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17635.0,17610.0,17630.0,17505.0,17580.0,17540.0,17490.0,17410.0,17440.0,17395.0,17385.0,,,,,,,,,,
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17485.0,17445.0,17480.0,17400.0,17365.0,17410.0,17300.0,17450.0,17210.0,17280.0,17210.0,,,,,,,,,,
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17465.0,17450.0,17450.0,17495.0,17405.0,17475.0,17355.0,17425.0,,,,17340.0,,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17635.0,17645.0,17645.0,17650.0,,17520.0,,17570.0,17555.0,17485.0,17555.0,17300.0,,,,,,,,,
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590.0,17650.0,17670.0,17615.0,17550.0,17565.0,,,17585.0,17500.0,17490.0,17500.0,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18070.0,18125.0,18145.0,18075.0,18030.0,18000.0,17955.0,18015.0,17705.0,,17860.0,,,,,,,,,,
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18150.0,18230.0,18235.0,18130.0,18075.0,18050.0,18015.0,17980.0,18070.0,18155.0,17950.0,18020.0,,,,,,,,,
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18210.0,18300.0,18250.0,18135.0,18085.0,18055.0,18005.0,17980.0,18005.0,18030.0,18015.0,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18400.0,18480.0,18440.0,18325.0,18250.0,18155.0,18190.0,,17930.0,17840.0,18100.0,,,,,,,,,,
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18330.0,18425.0,18390.0,18285.0,18140.0,18190.0,,18125.0,,17980.0,,,,,,,,,,,
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18385.0,18455.0,18425.0,18355.0,18210.0,18150.0,,18035.0,,18085.0,18065.0,,,,,,,,,,
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18700.0,18780.0,18750.0,18680.0,18505.0,18550.0,,,18475.0,18270.0,18365.0,18400.0,,,,,,,,,
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18650.0,18725.0,18725.0,18650.0,18575.0,18530.0,,18440.0,,,,18360.0,,,,,,,,,
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18910.0,19105.0,19120.0,19055.0,18930.0,18895.0,18825.0,,18795.0,18660.0,18750.0,18695.0,,,,,,,,,
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19110.0,19165.0,19200.0,19135.0,19040.0,18960.0,,,,18840.0,18855.0,,,,,,,,,,
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19815.0,20200.0,19815.0,19760.0,19600.0,19360.0,19275.0,19240.0,19215.0,19230.0,19175.0,19435.0,,,,,,,,,
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19655.0,19635.0,19635.0,19555.0,19440.0,19430.0,19320.0,19310.0,19105.0,19275.0,19335.0,19270.0,,,,,,,,,
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19175.0,19430.0,19495.0,19365.0,19255.0,19195.0,18980.0,19055.0,18985.0,19045.0,19100.0,,,,,,,,,,
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19995.0,19220.0,19210.0,19155.0,19100.0,19085.0,18900.0,18970.0,18725.0,,18705.0,,,,,,,,,,
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200.0,19325.0,19320.0,19280.0,19220.0,19160.0,19045.0,19000.0,18985.0,18980.0,18970.0,18970.0,,,,,,,,,
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19500.0,19510.0,19460.0,19340.0,19275.0,19125.0,19185.0,19065.0,,,18970.0,18990.0,,,,,,,,
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20515.0,20535.0,20465.0,20340.0,20250.0,19895.0,20080.0,19950.0,20115.0,19950.0,19905.0,19895.0,,,,,,,,
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20175.0,20170.0,20120.0,20020.0,19945.0,19715.0,19680.0,19465.0,19615.0,19645.0,19695.0,19465.0,,,,,,,,
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20015.0,20040.0,20025.0,19950.0,19885.0,19720.0,19760.0,19595.0,19700.0,19275.0,,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19685.0,19685.0,19620.0,19510.0,19515.0,19345.0,19260.0,19340.0,19325.0,19210.0,18965.0,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,19940.0,19810.0,19720.0,19650.0,19575.0,19565.0,19580.0,19490.0,19400.0,19395.0,19560.0,,,,,,,,
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19800.0,19750.0,19660.0,19510.0,19515.0,19180.0,19395.0,19270.0,19300.0,19275.0,19355.0,19255.0,,,,,,,,
