,RS1507.CZC,RS1508.CZC,RS1509.CZC,RS1511.CZC,RS607.CZC,RS608.CZC,RS609.CZC,RS611.CZC,RS707.CZC,RS708.CZC,RS709.CZC,RS711.CZC,RS807.CZC,RS808.CZC,RS809.CZC,RS811.CZC
2017-06-26,,,,,,,,,5111.0,,,,,,,
2017-06-27,,,,,,,,,5061.0,,,,,,,
2017-06-28,,,,,,,,,5200.0,,,,,,,
2017-06-29,,,,,,,,,5180.0,,5205.0,,,,,
2017-06-30,,,,,,,,,4745.0,,5188.0,,,,,
2017-07-03,,,,,,,,,,,5219.0,,,,,
2017-07-04,,,,,,,,,,,5253.0,,,,,
2017-07-06,,,,,,,,,,,5251.0,4700.0,,,,
2017-07-07,,,,,,,,,,,5257.0,,,,,
2017-07-10,,,,,,,,,,,5264.0,,,,,
2017-07-11,,,,,,,,,,,5233.0,,,,,
2017-07-12,,,,,,,,,,,5290.0,,,,,
2017-07-13,,,,,,,,,,,5288.0,,,,,
2017-07-14,,,,,,,,,,,5181.0,,,,,
2017-07-17,,,,,,,,,,,5199.0,,,,,
2017-07-18,,,,,,,,,,,4900.0,,,,,
2017-07-20,,,,,,,,,,,5001.0,,,,,
2017-07-21,,,,,,,,,,,5229.0,,,,,
2017-07-24,,,,,,,,,,,5156.0,,,,,
2017-07-25,,,,,,,,,,,5288.0,,,,,
2017-07-27,,,,,,,,,,,5158.0,,,,,
2017-07-28,,,,,,,,,,,5112.0,,,,,
2017-08-01,,,,,,,,,,,5161.0,,,,,
2017-08-02,,,,,,,,,,,5270.0,,,,,
2017-08-03,,,,,,,,,,,5201.0,,,,,
2017-08-04,,,,,,,,,,,5277.0,,,,,
2017-08-09,,,,,,,,,,,5287.0,,,,,
2017-08-11,,,,,,,,,,,5082.0,5391.0,,,,
2017-08-14,,,,,,,,,,,5223.0,,,,,
2017-08-17,,,,,,,,,,,5333.0,,,,,
2017-08-18,,,,,,,,,,,,5450.0,,,,
2017-08-21,,,,,,,,,,,5355.0,4951.0,,,,
2017-08-25,,,,,,,,,,,5530.0,,,,,
2017-08-28,,,,,,,,,,,5012.0,,,,,
2017-08-31,,,,,,,,,,,5001.0,4934.0,,,,
2017-09-01,,,,,,,,,,,5444.0,,,,,
2017-09-22,,,,,,,,,,,,5447.0,,,,
2017-09-25,,,,,,,,,,,,5400.0,,,,
2017-09-29,,,,,,,,,,,,,4516.0,,,
2017-10-09,,,,,,,,,,,,,4972.0,,,
2017-10-12,,,,,,,,,,,,,5179.0,,,
2017-10-18,,,,,,,,,,,,,4857.0,,,
2017-10-19,,,,,,,,,,,,,5119.0,,,
2017-10-20,,,,,,,,,,,,,4854.0,,,
2017-11-10,,,,,,,,,,,,,5086.0,,,
2017-11-20,,,,,,,,,,,,,5738.0,,,
2017-11-21,,,,,,,,,,,,,5192.0,,,
2017-12-01,,,,,,,,,,,,,5196.0,,,
2017-12-07,,,,,,,,,,,,,5003.0,,,
2017-12-18,,,,,,,,,,,,,4789.0,,,
2017-12-22,,,,,,,,,,,,,4645.0,,,
2018-01-29,,,,,,,,,,,,,,,5393.0,
2018-01-30,,,,,,,,,,,,,5281.0,,5318.0,
2018-02-05,,,,,,,,,,,,,5286.0,,5253.0,
2018-02-06,,,,,,,,,,,,,,,5229.0,
2018-02-12,,,,,,,,,,,,,,,5202.0,4260.0
2018-03-02,,,,,,,,,,,,,5304.0,,,
2018-03-09,,,,,,,,,,,,,,,5217.0,
2018-03-13,,,,,,,,,,,,,,,5171.0,
2018-03-14,,,,,,,,,,,,,,,5193.0,
2018-03-21,,,,,,,,,,,,,,,5279.0,
2018-03-22,,,,,,,,,,,,,5347.0,,4888.0,
2018-03-28,,,,,,,,,,,,,,,5147.0,
2018-03-29,,,,,,,,,,,,,,,5185.0,
2018-03-30,,,,,,,,,,,,,,,5208.0,
2018-04-02,,,,,,,,,,,,,,,5135.0,
2018-04-04,,,,,,,,,,,,,,,5183.0,
2018-04-09,,,,,,,,,,,,,,,5257.0,
2018-04-10,,,,,,,,,,,,,,,5329.0,
2018-04-11,,,,,,,,,,,,,,,5350.0,
2018-04-12,,,,,,,,,,,,,,,5296.0,
2018-04-13,,,,,,,,,,,,,,,5327.0,
2018-04-16,,,,,,,,,,,,,,,5351.0,
2018-04-17,,,,,,,,,,,,,,,4982.0,
2018-04-18,,,,,,,,,,,,,,,5229.0,
2018-04-19,,,,,,,,,,,,,,,5191.0,
2018-04-20,,,,,,,,,,,,,,,4983.0,
2018-04-23,,,,,,,,,,,,,,,5078.0,
2018-04-24,,,,,,,,,,,,,,,5246.0,
2018-04-25,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,5216.0,
